Date,Revenue
2019-03-27,3.823949445
2019-03-28,4.295426063
2019-03-29,4.646727181
2019-03-30,4.178092741
2019-03-31,3.513940459
2019-04-01,3.412366141
2019-04-02,3.310757851
2019-04-03,3.821666585
2019-04-04,4.630439832
2019-04-05,5.326769228
2019-04-06,5.225890661
2019-04-07,5.043154719
2019-04-08,5.145071132
2019-04-09,5.220071263
2019-04-10,5.850376781
2019-04-11,6.09648893
2019-04-12,6.12546089
2019-04-13,6.823092411
2019-04-14,6.44069962
2019-04-15,6.390622651
2019-04-16,5.865701516
2019-04-17,5.354234968
2019-04-18,5.273785113
2019-04-19,5.057449711
2019-04-20,4.834785462
2019-04-21,4.140516377
2019-04-22,3.563623506
2019-04-23,3.616584573
2019-04-24,3.698357666
2019-04-25,3.621707249
2019-04-26,3.937939575
2019-04-27,5.171705719
2019-04-28,5.203901617
2019-04-29,5.361313731
2019-04-30,4.98890073
2019-05-01,4.770444154
2019-05-02,4.900361231
2019-05-03,5.053239206
2019-05-04,6.006571435
2019-05-05,5.930324883
2019-05-06,5.715437659
2019-05-07,5.629035991
2019-05-08,6.489862482
2019-05-09,6.712767987
2019-05-10,7.197059269
2019-05-11,7.036166876
2019-05-12,7.1004112
2019-05-13,7.97131468
2019-05-14,8.965328681
2019-05-15,8.802083408
2019-05-16,9.198883337
2019-05-17,9.647997239
2019-05-18,10.64242361
2019-05-19,10.87305828
2019-05-20,10.86136081
2019-05-21,11.10909178
2019-05-22,11.15183669
2019-05-23,10.57215633
2019-05-24,10.71685029
2019-05-25,10.3796089
2019-05-26,10.60628747
2019-05-27,10.60806877
2019-05-28,10.63457878
2019-05-29,10.89393966
2019-05-30,10.82687488
2019-05-31,10.95761761
2019-06-01,10.54065737
2019-06-02,10.45554673
2019-06-03,10.59949748
2019-06-04,11.04588172
2019-06-05,11.52234191
2019-06-06,11.34734423
2019-06-07,11.57505258
2019-06-08,10.87052261
2019-06-09,10.91859971
2019-06-10,11.7289112
2019-06-11,12.3552438
2019-06-12,12.50978326
2019-06-13,13.09759974
2019-06-14,13.06058006
2019-06-15,13.15472692
2019-06-16,13.21953178
2019-06-17,13.70950155
2019-06-18,14.03037405
2019-06-19,14.09952605
2019-06-20,13.8102158
2019-06-21,13.53283397
2019-06-22,13.34737095
2019-06-23,13.64552297
2019-06-24,13.05270212
2019-06-25,12.54338309
2019-06-26,12.51023704
2019-06-27,11.49645527
2019-06-28,11.0640036
2019-06-29,10.91348824
2019-06-30,11.02021545
2019-07-01,11.59504505
2019-07-02,11.52909833
2019-07-03,11.21456868
2019-07-04,11.0544345
2019-07-05,11.24443203
2019-07-06,11.12431599
2019-07-07,11.67838468
2019-07-08,11.5316581
2019-07-09,11.62863107
2019-07-10,11.28259614
2019-07-11,11.80001114
2019-07-12,10.9893474
2019-07-13,10.50358016
2019-07-14,9.861485686
2019-07-15,10.03416379
2019-07-16,10.08627842
2019-07-17,9.553115618
2019-07-18,9.41233969
2019-07-19,9.747485639
2019-07-20,9.442697611
2019-07-21,9.941014579
2019-07-22,9.895098199
2019-07-23,9.531749701
2019-07-24,9.248624471
2019-07-25,9.232392818
2019-07-26,9.371470651
2019-07-27,10.70447637
2019-07-28,10.80789525
2019-07-29,10.23711276
2019-07-30,9.386162953
2019-07-31,9.596534917
2019-08-01,10.26465563
2019-08-02,10.52707705
2019-08-03,11.31493865
2019-08-04,12.11628343
2019-08-05,12.01820955
2019-08-06,12.38268926
2019-08-07,13.28355365
2019-08-08,14.27765592
2019-08-09,15.33083155
2019-08-10,15.91018951
2019-08-11,15.92287096
2019-08-12,16.04580246
2019-08-13,15.71461819
2019-08-14,15.5261249
2019-08-15,15.53723932
2019-08-16,15.5385465
2019-08-17,16.54513094
2019-08-18,16.71738749
2019-08-19,17.15379376
2019-08-20,16.87350767
2019-08-21,16.01998436
2019-08-22,15.74730154
2019-08-23,16.17500206
2019-08-24,16.43686264
2019-08-25,16.72761626
2019-08-26,16.68317242
2019-08-27,16.05986155
2019-08-28,15.95183003
2019-08-29,16.26091436
2019-08-30,17.51151503
2019-08-31,18.124238
2019-09-01,18.39935094
2019-09-02,18.60895766
2019-09-03,19.25965933
2019-09-04,19.39897911
2019-09-05,19.8167913
2019-09-06,20.17202384
2019-09-07,20.0292564
2019-09-08,20.48237962
2019-09-09,21.24176639
2019-09-10,21.44107894
2019-09-11,21.32805991
2019-09-12,20.52548866
2019-09-13,19.99965124
2019-09-14,20.30960671
2019-09-15,20.76375889
2019-09-16,21.18108986
2019-09-17,21.73002354
2019-09-18,22.38507705
2019-09-19,23.27109385
2019-09-20,23.10810298
2019-09-21,22.80780801
2019-09-22,22.45721597
2019-09-23,23.14323958
2019-09-24,24.25454098
2019-09-25,24.39029659
2019-09-26,24.24192076
2019-09-27,23.31085247
2019-09-28,23.11125888
2019-09-29,23.10119411
2019-09-30,23.55154135
2019-10-01,23.47918839
2019-10-02,23.58015145
2019-10-03,23.09946413
2019-10-04,22.50202793
2019-10-05,22.25599684
2019-10-06,21.59646221
2019-10-07,20.80239262
2019-10-08,20.50511703
2019-10-09,20.29541529
2019-10-10,20.38180606
2019-10-11,20.52471876
2019-10-12,20.77457048
2019-10-13,21.75312933
2019-10-14,21.40841468
2019-10-15,21.17654981
2019-10-16,21.08531565
2019-10-17,20.73978259
2019-10-18,20.7925411
2019-10-19,21.60332299
2019-10-20,20.78927347
2019-10-21,20.17024472
2019-10-22,19.86818033
2019-10-23,19.77301482
2019-10-24,20.01425707
2019-10-25,19.52097882
2019-10-26,18.43814072
2019-10-27,18.64671159
2019-10-28,18.95051579
2019-10-29,18.83960393
2019-10-30,18.31354062
2019-10-31,17.7969881
2019-11-01,17.81044493
2019-11-02,17.68630952
2019-11-03,17.49616085
2019-11-04,17.34578868
2019-11-05,18.23251653
2019-11-06,19.42845811
2019-11-07,19.57832686
2019-11-08,19.73615187
2019-11-09,20.13527699
2019-11-10,20.08228763
2019-11-11,20.50900464
2019-11-12,20.58125915
2019-11-13,20.77965065
2019-11-14,20.50631922
2019-11-15,20.59477812
2019-11-16,20.27971009
2019-11-17,19.94044816
2019-11-18,19.52679262
2019-11-19,19.69555778
2019-11-20,19.34297164
2019-11-21,19.42067267
2019-11-22,19.78043554
2019-11-23,19.87482205
2019-11-24,19.07356375
2019-11-25,18.60755878
2019-11-26,18.05845959
2019-11-27,18.04120951
2019-11-28,17.7917894
2019-11-29,17.23307158
2019-11-30,17.26777341
2019-12-01,16.77847659
2019-12-02,16.19784221
2019-12-03,15.46408174
2019-12-04,15.44200193
2019-12-05,15.18524849
2019-12-06,15.37956777
2019-12-07,15.29980182
2019-12-08,16.43135418
2019-12-09,17.39165351
2019-12-10,17.41567218
2019-12-11,17.07282932
2019-12-12,16.90275916
2019-12-13,16.42152911
2019-12-14,16.27720408
2019-12-15,16.638514
2019-12-16,16.66854395
2019-12-17,17.59501517
2019-12-18,18.40240253
2019-12-19,18.93028158
2019-12-20,19.07474653
2019-12-21,18.93172244
2019-12-22,18.52257206
2019-12-23,18.3513253
2019-12-24,18.83294272
2019-12-25,19.61689989
2019-12-26,19.96263596
2019-12-27,20.015708
2019-12-28,19.5663195
2019-12-29,19.13766496
2019-12-30,19.41546546
2019-12-31,19.41141311
2020-01-01,20.27007344
2020-01-02,21.05455237
2020-01-03,20.80103975
2020-01-04,20.49621756
2020-01-05,20.3322933
2020-01-06,20.76331504
2020-01-07,20.64435316
2020-01-08,20.00703063
2020-01-09,19.66406306
2020-01-10,18.85381876
2020-01-11,19.06842115
2020-01-12,19.12768412
2020-01-13,19.62877239
2020-01-14,19.32234915
2020-01-15,19.1164787
2020-01-16,19.12648854
2020-01-17,18.98216135
2020-01-18,19.10488759
2020-01-19,19.149343
2020-01-20,18.48729895
2020-01-21,18.04310885
2020-01-22,18.1742021
2020-01-23,18.18266181
2020-01-24,17.93060759
2020-01-25,17.50659816
2020-01-26,16.62133727
2020-01-27,16.24655262
2020-01-28,16.5833559
2020-01-29,16.54067996
2020-01-30,16.41540223
2020-01-31,15.83245152
2020-02-01,15.18698149
2020-02-02,15.53459058
2020-02-03,15.94869702
2020-02-04,16.28489266
2020-02-05,16.2192301
2020-02-06,16.630146
2020-02-07,16.07062587
2020-02-08,15.83854691
2020-02-09,15.74525264
2020-02-10,14.86282361
2020-02-11,15.11712332
2020-02-12,15.2353767
2020-02-13,15.33383198
2020-02-14,15.3280901
2020-02-15,15.2155601
2020-02-16,15.13816135
2020-02-17,14.62520662
2020-02-18,14.1689625
2020-02-19,14.03718789
2020-02-20,13.20456728
2020-02-21,12.87170405
2020-02-22,12.37203938
2020-02-23,13.00860339
2020-02-24,12.34727803
2020-02-25,12.85895013
2020-02-26,12.78861272
2020-02-27,13.44318655
2020-02-28,13.85685512
2020-02-29,14.2203046
2020-03-01,15.01732959
2020-03-02,15.63499339
2020-03-03,15.20822077
2020-03-04,15.11372339
2020-03-05,14.49483878
2020-03-06,13.68868211
2020-03-07,13.90632746
2020-03-08,13.7550213
2020-03-09,14.72506461
2020-03-10,14.37025704
2020-03-11,14.55664976
2020-03-12,14.82437591
2020-03-13,14.66020382
2020-03-14,14.32523093
2020-03-15,14.35321911
2020-03-16,14.11550898
2020-03-17,14.23111643
2020-03-18,14.07643074
2020-03-19,14.47678687
2020-03-20,14.97897336
2020-03-21,15.33220256
2020-03-22,15.78830544
2020-03-23,16.32930792
2020-03-24,17.02116113
2020-03-25,17.64796359
2020-03-26,17.45235266
2020-03-27,17.67754922
2020-03-28,18.53468087
2020-03-29,19.28679632
2020-03-30,19.92268506
2020-03-31,19.94592829
2020-04-01,19.88401812
2020-04-02,19.37368176
2020-04-03,18.96268644
2020-04-04,19.30021638
2020-04-05,19.90994029
2020-04-06,19.98600966
2020-04-07,20.15257227
2020-04-08,20.65639748
2020-04-09,20.24764509
2020-04-10,20.35840064
2020-04-11,20.40599677
2020-04-12,20.78899362
2020-04-13,21.32369036
2020-04-14,21.91210454
2020-04-15,22.76537315
2020-04-16,23.65651901
2020-04-17,24.28427461
2020-04-18,24.71991579
2020-04-19,24.70219109
2020-04-20,24.34441654
2020-04-21,23.90215996
2020-04-22,24.28728824
2020-04-23,24.36337379
2020-04-24,24.59267678
2020-04-25,24.7864866
2020-04-26,24.40179138
2020-04-27,24.22407458
2020-04-28,24.50485315
2020-04-29,24.73754444
2020-04-30,24.2238125
2020-05-01,24.79224925
2020-05-02,24.50223685
2020-05-03,24.32510579
2020-05-04,23.68528079
2020-05-05,23.96667888
2020-05-06,23.37814612
2020-05-07,22.97179742
2020-05-08,22.77963895
2020-05-09,22.38191492
2020-05-10,22.45540878
2020-05-11,22.30188749
2020-05-12,20.93709085
2020-05-13,20.22934582
2020-05-14,20.31748124
2020-05-15,19.38642381
2020-05-16,19.34715037
2020-05-17,19.41952252
2020-05-18,19.74993909
2020-05-19,19.88512288
2020-05-20,20.39561487
2020-05-21,20.88758605
2020-05-22,21.11584642
2020-05-23,21.70557599
2020-05-24,21.98160523
2020-05-25,21.6392907
2020-05-26,21.45086723
2020-05-27,21.21678023
2020-05-28,20.84265813
2020-05-29,21.39243097
2020-05-30,22.07355692
2020-05-31,22.55416754
2020-06-01,22.04989146
2020-06-02,21.52657776
2020-06-03,20.84716909
2020-06-04,20.89004436
2020-06-05,20.95616966
2020-06-06,21.36993978
2020-06-07,20.85181211
2020-06-08,20.82123696
2020-06-09,21.54594731
2020-06-10,20.97035542
2020-06-11,20.61429967
2020-06-12,19.18423803
2020-06-13,18.23379502
2020-06-14,17.01067089
2020-06-15,15.52168674
2020-06-16,14.6828052
2020-06-17,14.26711828
2020-06-18,14.257161
2020-06-19,14.3352613
2020-06-20,13.99599107
2020-06-21,13.34591973
2020-06-22,12.22730918
2020-06-23,12.33249832
2020-06-24,12.37732752
2020-06-25,12.62458427
2020-06-26,12.81438984
2020-06-27,12.97291726
2020-06-28,12.5651837
2020-06-29,11.87861291
2020-06-30,12.05844579
2020-07-01,12.18031969
2020-07-02,12.8532165
2020-07-03,13.43787156
2020-07-04,13.87645903
2020-07-05,14.30220212
2020-07-06,15.06566591
2020-07-07,15.21174805
2020-07-08,14.93010045
2020-07-09,14.88542803
2020-07-10,14.81785462
2020-07-11,15.07030357
2020-07-12,15.54372397
2020-07-13,16.08853531
2020-07-14,16.6956959
2020-07-15,16.66404928
2020-07-16,16.73611598
2020-07-17,17.60434655
2020-07-18,17.78580525
2020-07-19,18.11695901
2020-07-20,18.31833304
2020-07-21,19.15812589
2020-07-22,19.56843926
2020-07-23,20.45844332
2020-07-24,20.43089703
2020-07-25,20.16155368
2020-07-26,20.33122453
2020-07-27,20.69256668
2020-07-28,20.16570973
2020-07-29,20.10815508
2020-07-30,19.53625416
2020-07-31,19.86755397
2020-08-01,20.0225905
2020-08-02,19.78263543
2020-08-03,19.08826542
2020-08-04,18.80550091
2020-08-05,18.91023263
2020-08-06,19.18608936
2020-08-07,19.31273398
2020-08-08,19.57672475
2020-08-09,18.98803475
2020-08-10,18.43760771
2020-08-11,18.51908507
2020-08-12,18.37249848
2020-08-13,18.40125387
2020-08-14,18.64812932
2020-08-15,18.33325378
2020-08-16,17.69431401
2020-08-17,17.46511988
2020-08-18,16.93402572
2020-08-19,17.23473672
2020-08-20,16.84142672
2020-08-21,16.22910638
2020-08-22,16.40851998
2020-08-23,16.63257795
2020-08-24,16.67862794
2020-08-25,16.25484481
2020-08-26,15.45111819
2020-08-27,14.83145352
2020-08-28,14.85477225
2020-08-29,14.26352674
2020-08-30,13.82316571
2020-08-31,13.85292416
2020-09-01,14.30303825
2020-09-02,13.81404793
2020-09-03,12.53492808
2020-09-04,11.59997052
2020-09-05,11.18296694
2020-09-06,11.30992176
2020-09-07,11.56385028
2020-09-08,11.11916768
2020-09-09,11.28501839
2020-09-10,12.34642905
2020-09-11,13.08351696
2020-09-12,13.53518778
2020-09-13,13.21823281
2020-09-14,13.40939508
2020-09-15,14.06523756
2020-09-16,14.71663889
2020-09-17,14.84117658
2020-09-18,14.67312028
2020-09-19,14.60045465
2020-09-20,15.02646456
2020-09-21,16.02914971
2020-09-22,16.45267281
2020-09-23,16.11553884
2020-09-24,15.9837842
2020-09-25,17.04559138
2020-09-26,17.03249392
2020-09-27,16.86755462
2020-09-28,17.38269453
2020-09-29,18.53401643
2020-09-30,18.42636819
2020-10-01,17.74886725
2020-10-02,17.65585117
2020-10-03,17.65435043
2020-10-04,17.74334287
2020-10-05,17.41515672
2020-10-06,17.35849569
2020-10-07,17.03394954
2020-10-08,17.02397361
2020-10-09,17.12924705
2020-10-10,16.85215536
2020-10-11,16.87632056
2020-10-12,16.74196846
2020-10-13,16.65679565
2020-10-14,16.77803414
2020-10-15,16.7257286
2020-10-16,16.41141682
2020-10-17,16.68460581
2020-10-18,16.05763027
2020-10-19,15.83582485
2020-10-20,15.62435873
2020-10-21,15.58215608
2020-10-22,15.44953699
2020-10-23,15.54358
2020-10-24,15.73518259
2020-10-25,15.32726854
2020-10-26,15.29212973
2020-10-27,15.20409098
2020-10-28,15.28867524
2020-10-29,15.21272483
2020-10-30,15.56314234
2020-10-31,16.29417008
2020-11-01,16.64104597
2020-11-02,17.74169248
2020-11-03,18.0520952
2020-11-04,18.0790654
2020-11-05,18.19260356
2020-11-06,18.45640064
2020-11-07,18.94372536
2020-11-08,19.43926174
2020-11-09,19.41508318
2020-11-10,18.44808858
2020-11-11,17.32676713
2020-11-12,16.96580444
2020-11-13,16.83548422
2020-11-14,16.62847592
2020-11-15,16.11429133
2020-11-16,16.12943604
2020-11-17,15.9764776
2020-11-18,15.00198842
2020-11-19,14.27435845
2020-11-20,13.79413971
2020-11-21,14.32249043
2020-11-22,14.08876727
2020-11-23,14.90497801
2020-11-24,15.61118508
2020-11-25,15.25722325
2020-11-26,15.44995913
2020-11-27,15.30104445
2020-11-28,15.53990358
2020-11-29,16.05930024
2020-11-30,16.69294392
2020-12-01,17.83743995
2020-12-02,17.97049828
2020-12-03,18.34314806
2020-12-04,18.76031022
2020-12-05,19.08031732
2020-12-06,19.37859058
2020-12-07,20.07618154
2020-12-08,20.30713669
2020-12-09,20.03550478
2020-12-10,19.75000881
2020-12-11,18.92506696
2020-12-12,18.80368721
2020-12-13,18.97848606
2020-12-14,18.69402609
2020-12-15,18.18418878
2020-12-16,18.87576548
2020-12-17,18.9685193
2020-12-18,19.37214904
2020-12-19,19.33828833
2020-12-20,18.51265351
2020-12-21,17.33376752
2020-12-22,16.15511086
2020-12-23,15.98145875
2020-12-24,15.24621933
2020-12-25,15.69321833
2020-12-26,15.75474857
2020-12-27,15.72205587
2020-12-28,15.86582153
2020-12-29,15.70898774
2020-12-30,15.82286745
2020-12-31,16.06942948
